MesContable,MesCreacion,Numero,Cuenta,TipoSaldo,TipoOrigen,Cant,Total_Importe1,Importe_cierre,Importe_operativo
b'2024-04',b'2024-05',21302004,APORTE OBRA SOCIAL,0,2,1,949665.11,0.0,949665.11
b'2023-12',b'2024-05',21302004,APORTE OBRA SOCIAL,0,11,1,846584.32,846584.32,0.0
b'2024-04',b'2024-05',21302004,APORTE OBRA SOCIAL,1,2,1,949665.11,0.0,949665.11
b'2024-06',b'2024-06',21302004,APORTE OBRA SOCIAL,0,2,1,1171731.99,0.0,1171731.99
b'2024-07',b'2024-07',21302004,APORTE OBRA SOCIAL,0,2,1,1925381.81,0.0,1925381.81
b'2024-08',b'2024-08',21302004,APORTE OBRA SOCIAL,0,2,1,1341027.54,0.0,1341027.54
b'2024-09',b'2024-09',21302004,APORTE OBRA SOCIAL,0,2,1,1468764.53,0.0,1468764.53
b'2024-01',b'2024-09',21302004,APORTE OBRA SOCIAL,1,0,1,846584.32,846584.32,0.0
b'2024-10',b'2024-10',21302004,APORTE OBRA SOCIAL,0,2,1,1430655.37,0.0,1430655.37
b'2024-08',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1468764.53,0.0,1468764.53
b'2024-09',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1430655.37,0.0,1430655.37
b'2024-06',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1925381.81,0.0,1925381.81
b'2024-05',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1171731.99,0.0,1171731.99
b'2024-07',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1341027.54,0.0,1341027.54
b'2024-04',b'2024-10',21302004,APORTE OBRA SOCIAL,1,0,1,1215189.87,0.0,1215189.87
b'2024-11',b'2024-11',21302004,APORTE OBRA SOCIAL,0,2,1,1558601.54,0.0,1558601.54
b'2024-12',b'2024-12',21302004,APORTE OBRA SOCIAL,0,2,1,1591260.57,0.0,1591260.57
b'2025-01',b'2025-01',21302004,APORTE OBRA SOCIAL,0,2,1,2509204.01,0.0,2509204.01
b'2025-02',b'2025-02',21302004,APORTE OBRA SOCIAL,0,2,2,3120734.92,0.0,3120734.92
b'2025-02',b'2025-02',21302004,APORTE OBRA SOCIAL,1,2,1,1248706.45,0.0,1248706.45
b'2025-03',b'2025-03',21302004,APORTE OBRA SOCIAL,0,2,1,1882749.57,0.0,1882749.57
b'2024-11',b'2025-03',21302004,APORTE OBRA SOCIAL,1,0,1,1591260.57,1591260.57,0.0
b'2024-12',b'2025-03',21302004,APORTE OBRA SOCIAL,1,0,1,2509204.01,0.0,2509204.01
b'2024-10',b'2025-03',21302004,APORTE OBRA SOCIAL,1,0,1,1558601.54,1558601.54,0.0
b'2025-04',b'2025-04',21302004,APORTE OBRA SOCIAL,0,2,1,1771333.94,0.0,1771333.94
b'2025-05',b'2025-05',21302004,APORTE OBRA SOCIAL,0,2,1,2065723.23,0.0,2065723.23
b'2024-12',b'2025-05',21302004,APORTE OBRA SOCIAL,0,11,1,2509204.01,2509204.01,0.0
b'2025-01',b'2025-05',21302004,APORTE OBRA SOCIAL,1,0,1,2509204.01,2509204.01,0.0
b'2025-06',b'2025-06',21302004,APORTE OBRA SOCIAL,0,2,1,2117646.2,0.0,2117646.2
b'2025-02',b'2025-06',21302004,APORTE OBRA SOCIAL,1,0,1,1882749.57,1882749.57,0.0
b'2025-01',b'2025-06',21302004,APORTE OBRA SOCIAL,1,0,1,1872028.47,1872028.47,0.0
b'2025-04',b'2025-06',21302004,APORTE OBRA SOCIAL,1,0,1,2065723.23,0.0,2065723.23
b'2025-03',b'2025-06',21302004,APORTE OBRA SOCIAL,1,0,1,1771333.94,0.0,1771333.94
b'2025-06',b'2025-07',21302004,APORTE OBRA SOCIAL,1,0,1,3223297.14,0.0,3223297.14
b'2025-05',b'2025-07',21302004,APORTE OBRA SOCIAL,1,0,1,2117646.2,0.0,2117646.2
b'2025-08',b'2025-08',21302004,APORTE OBRA SOCIAL,0,2,1,2214961.36,0.0,2214961.36
b'2025-07',b'2025-08',21302004,APORTE OBRA SOCIAL,0,2,1,3223297.14,0.0,3223297.14
b'2025-09',b'2025-09',21302004,APORTE OBRA SOCIAL,0,2,1,2099575.43,0.0,2099575.43
b'2025-07',b'2025-09',21302004,APORTE OBRA SOCIAL,1,0,1,2214961.36,2214961.36,0.0
b'2025-10',b'2025-10',21302004,APORTE OBRA SOCIAL,0,2,1,2182475.81,0.0,2182475.81
b'2025-11',b'2025-11',21302004,APORTE OBRA SOCIAL,0,2,1,2291837.87,0.0,2291837.87
b'2025-12',b'2025-12',21302004,APORTE OBRA SOCIAL,0,2,1,2314244.39,0.0,2314244.39
b'2026-01',b'2026-01',21302004,APORTE OBRA SOCIAL,0,2,1,3717239.66,0.0,3717239.66
b'2025-10',b'2026-01',21302004,APORTE OBRA SOCIAL,1,0,1,2291837.87,2291837.87,0.0
b'2025-11',b'2026-01',21302004,APORTE OBRA SOCIAL,1,0,1,2314244.39,2314244.39,0.0
b'2025-08',b'2026-01',21302004,APORTE OBRA SOCIAL,1,0,1,2099575.43,2099575.43,0.0
b'2025-09',b'2026-01',21302004,APORTE OBRA SOCIAL,1,0,1,2182475.81,2182475.81,0.0
b'2026-02',b'2026-02',21302004,APORTE OBRA SOCIAL,0,2,1,2590209.9,0.0,2590209.9
b'2026-03',b'2026-03',21302004,APORTE OBRA SOCIAL,0,2,1,2688473.2,0.0,2688473.2
b'2026-04',b'2026-04',21302004,APORTE OBRA SOCIAL,0,2,1,2592447.19,0.0,2592447.19
b'2026-05',b'2026-05',21302004,APORTE OBRA SOCIAL,0,2,1,2870853.36,0.0,2870853.36
b'2025-12',b'2026-05',21302004,APORTE OBRA SOCIAL,1,0,1,3717239.66,0.0,3717239.66
b'2026-06',b'2026-06',21302004,APORTE OBRA SOCIAL,0,2,1,2868521.36,0.0,2868521.36
b'2025-12',b'2026-07',21302004,APORTE OBRA SOCIAL,0,11,1,3717239.66,3717239.66,0.0
b'2026-07',b'2026-07',21302004,APORTE OBRA SOCIAL,1,0,1,3717239.66,3717239.66,0.0
b'2024-01',b'2024-01',21302005,ART,0,2,1,1951775.36,0.0,1951775.36
b'2023-12',b'2024-01',21302005,ART,1,0,1,1951775.36,0.0,1951775.36
b'2023-01',b'2024-01',21302005,ART,1,0,1,615946.26,615946.26,0.0
b'2024-02',b'2024-02',21302005,ART,0,2,1,2022369.71,0.0,2022369.71
b'2024-01',b'2024-02',21302005,ART,1,0,1,2022369.71,0.0,2022369.71
b'2024-03',b'2024-03',21302005,ART,0,2,1,2137700.43,0.0,2137700.43
b'2024-02',b'2024-03',21302005,ART,1,0,1,2137700.43,2137700.43,0.0
b'2024-04',b'2024-04',21302005,ART,0,2,1,2299770.45,0.0,2299770.45
b'2023-12',b'2024-04',21302005,ART,1,0,1,217.0,217.0,0.0
b'2024-03',b'2024-04',21302005,ART,1,0,1,2299770.45,0.0,2299770.45
b'2024-04',b'2024-05',21302005,ART,0,2,1,2299770.45,0.0,2299770.45
b'2023-12',b'2024-05',21302005,ART,0,11,1,1951775.36,1951775.36,0.0
b'2024-05',b'2024-05',21302005,ART,0,2,1,2934182.36,0.0,2934182.36
b'2024-04',b'2024-05',21302005,ART,1,2,1,2299770.45,0.0,2299770.45
b'2024-06',b'2024-06',21302005,ART,0,2,1,2823728.26,0.0,2823728.26
b'2024-07',b'2024-07',21302005,ART,0,2,1,4488281.91,0.0,4488281.91
b'2024-08',b'2024-08',21302005,ART,0,2,1,3236349.12,0.0,3236349.12
b'2024-09',b'2024-09',21302005,ART,0,2,1,3433211.04,0.0,3433211.04
b'2024-01',b'2024-09',21302005,ART,1,0,1,1951775.36,1951775.36,0.0
b'2024-10',b'2024-10',21302005,ART,0,2,1,3360968.84,0.0,3360968.84
b'2024-05',b'2024-10',21302005,ART,1,0,1,2823728.26,0.0,2823728.26
b'2024-07',b'2024-10',21302005,ART,1,0,1,3236349.12,0.0,3236349.12
b'2024-08',b'2024-10',21302005,ART,1,0,1,3433211.04,0.0,3433211.04
b'2024-04',b'2024-10',21302005,ART,1,0,1,2934182.36,0.0,2934182.36
b'2024-09',b'2024-10',21302005,ART,1,0,1,3360968.84,0.0,3360968.84
b'2024-06',b'2024-10',21302005,ART,1,0,1,4488281.91,0.0,4488281.91
b'2024-11',b'2024-11',21302005,ART,0,2,1,3701959.77,0.0,3701959.77
b'2024-12',b'2024-12',21302005,ART,0,2,1,3761172.35,0.0,3761172.35
b'2025-01',b'2025-01',21302005,ART,0,2,1,5820485.64,0.0,5820485.64
b'2025-02',b'2025-02',21302005,ART,0,2,2,6476671.49,0.0,6476671.49
b'2025-02',b'2025-02',21302005,ART,1,2,1,1873059.68,0.0,1873059.68
b'2025-03',b'2025-03',21302005,ART,0,2,1,7739.16,0.0,7739.16
b'2024-12',b'2025-03',21302005,ART,1,0,1,5820485.64,0.0,5820485.64
b'2024-10',b'2025-03',21302005,ART,1,0,1,3701959.77,3701959.77,0.0
b'2024-11',b'2025-03',21302005,ART,1,0,1,3761172.35,3761172.35,0.0
b'2025-04',b'2025-04',21302005,ART,0,2,1,5850154.55,0.0,5850154.55
b'2024-12',b'2025-05',21302005,ART,0,11,1,5820485.64,5820485.64,0.0
b'2025-05',b'2025-05',21302005,ART,0,2,1,6383060.49,0.0,6383060.49
b'2025-01',b'2025-05',21302005,ART,1,0,1,5820485.64,5820485.64,0.0
b'2025-06',b'2025-06',21302005,ART,0,2,1,6347335.45,0.0,6347335.45
b'2025-01',b'2025-06',21302005,ART,1,0,1,4603611.81,4603611.81,0.0
b'2025-02',b'2025-06',21302005,ART,1,0,1,5134800.76,5134800.76,0.0
b'2025-03',b'2025-06',21302005,ART,1,0,1,5850154.55,0.0,5850154.55
b'2025-04',b'2025-06',21302005,ART,1,0,1,6383060.49,0.0,6383060.49
b'2025-06',b'2025-07',21302005,ART,0,0,1,5127061.6,0.0,5127061.6
b'2025-05',b'2025-07',21302005,ART,1,0,1,6347335.45,0.0,6347335.45
b'2025-06',b'2025-07',21302005,ART,1,0,1,9645538.83,0.0,9645538.83
b'2025-07',b'2025-08',21302005,ART,0,2,1,9645538.83,0.0,9645538.83
b'2025-08',b'2025-08',21302005,ART,0,2,1,6420754.01,0.0,6420754.01
b'2025-09',b'2025-09',21302005,ART,0,2,1,6148952.25,0.0,6148952.25
b'2025-07',b'2025-09',21302005,ART,1,0,1,6420754.01,6420754.01,0.0
b'2025-10',b'2025-10',21302005,ART,0,2,1,6505047.89,0.0,6505047.89
b'2025-11',b'2025-11',21302005,ART,0,2,1,6905082.24,0.0,6905082.24
b'2025-12',b'2025-12',21302005,ART,0,2,1,6768160.54,0.0,6768160.54
b'2026-01',b'2026-01',21302005,ART,0,2,1,10932325.29,0.0,10932325.29
b'2025-11',b'2026-01',21302005,ART,1,0,1,6768160.54,6768160.54,0.0
b'2025-08',b'2026-01',21302005,ART,1,0,1,6148952.25,6148952.25,0.0
b'2025-09',b'2026-01',21302005,ART,1,0,1,6505047.89,6505047.89,0.0
b'2025-10',b'2026-01',21302005,ART,1,0,1,6905082.24,6905082.24,0.0
b'2026-02',b'2026-02',21302005,ART,0,2,1,7962048.49,0.0,7962048.49
b'2026-03',b'2026-03',21302005,ART,0,2,1,8306815.79,0.0,8306815.79
b'2026-04',b'2026-04',21302005,ART,0,2,1,10883384.25,0.0,10883384.25
b'2026-05',b'2026-05',21302005,ART,0,2,1,11888730.48,0.0,11888730.48
b'2025-12',b'2026-05',21302005,ART,1,0,1,10932325.29,0.0,10932325.29
b'2026-06',b'2026-06',21302005,ART,0,2,1,11339341.86,0.0,11339341.86
b'2025-12',b'2026-07',21302005,ART,0,11,1,10932325.29,10932325.29,0.0
b'2026-07',b'2026-07',21302005,ART,1,0,1,10932325.29,10932325.29,0.0
b'2024-01',b'2024-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,3526.2,0.0,3526.2
b'2023-12',b'2024-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,3526.2,0.0,3526.2
b'2023-01',b'2024-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,1413.98,1413.98,0.0
b'2024-02',b'2024-02',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,3447.84,0.0,3447.84
b'2024-01',b'2024-02',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,3447.84,0.0,3447.84
b'2024-03',b'2024-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,3291.12,0.0,3291.12
b'2024-02',b'2024-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,3291.12,3291.12,0.0
b'2024-04',b'2024-04',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7739.16,0.0,7739.16
b'2024-03',b'2024-04',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7739.16,0.0,7739.16
b'2023-12',b'2024-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,11,1,3526.2,3526.2,0.0
b'2024-05',b'2024-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7563.27,0.0,7563.27
b'2024-04',b'2024-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7739.16,0.0,7739.16
b'2024-04',b'2024-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,2,1,7739.16,0.0,7739.16
b'2024-06',b'2024-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7035.6,0.0,7035.6
b'2024-07',b'2024-07',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7035.6,0.0,7035.6
b'2024-08',b'2024-08',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,6859.71,0.0,6859.71
b'2024-09',b'2024-09',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,6859.71,0.0,6859.71
b'2024-01',b'2024-09',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,3526.2,3526.2,0.0
b'2024-10',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7035.6,0.0,7035.6
b'2024-09',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7035.6,0.0,7035.6
b'2024-06',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7035.6,0.0,7035.6
b'2024-05',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7035.6,0.0,7035.6
b'2024-07',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,6859.71,0.0,6859.71
b'2024-08',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,6859.71,0.0,6859.71
b'2024-04',b'2024-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7563.27,0.0,7563.27
b'2024-11',b'2024-11',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7211.49,0.0,7211.49
b'2024-12',b'2024-12',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7563.27,0.0,7563.27
b'2025-01',b'2025-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,7739.16,0.0,7739.16
b'2025-02',b'2025-02',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,2,215856.9,0.0,215856.9
b'2025-02',b'2025-02',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,2,1,208117.74,0.0,208117.74
b'2025-03',b'2025-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,5134800.76,0.0,5134800.76
b'2024-12',b'2025-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7739.16,0.0,7739.16
b'2024-10',b'2025-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7211.49,7211.49,0.0
b'2024-11',b'2025-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7563.27,7563.27,0.0
b'2025-04',b'2025-04',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14725.92,0.0,14725.92
b'2024-12',b'2025-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,11,1,7739.16,7739.16,0.0
b'2025-05',b'2025-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,15060.6,0.0,15060.6
b'2025-01',b'2025-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7739.16,7739.16,0.0
b'2025-06',b'2025-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14391.24,0.0,14391.24
b'2025-04',b'2025-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,15060.6,0.0,15060.6
b'2025-01',b'2025-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7739.16,7739.16,0.0
b'2025-02',b'2025-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,7739.16,7739.16,0.0
b'2025-03',b'2025-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14725.92,0.0,14725.92
b'2025-06',b'2025-07',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,2,5142122.2,0.0,5142122.2
b'2025-05',b'2025-07',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14391.24,0.0,14391.24
b'2025-07',b'2025-08',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,15060.6,0.0,15060.6
b'2025-08',b'2025-08',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14725.92,0.0,14725.92
b'2025-09',b'2025-09',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14725.92,0.0,14725.92
b'2025-07',b'2025-09',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14725.92,14725.92,0.0
b'2025-10',b'2025-10',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14391.24,0.0,14391.24
b'2025-11',b'2025-11',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14725.92,0.0,14725.92
b'2025-12',b'2025-12',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,14725.92,0.0,14725.92
b'2026-01',b'2026-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,15729.96,0.0,15729.96
b'2025-09',b'2026-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14391.24,14391.24,0.0
b'2025-10',b'2026-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14725.92,14725.92,0.0
b'2025-11',b'2026-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14725.92,14725.92,0.0
b'2025-08',b'2026-01',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,14725.92,14725.92,0.0
b'2026-02',b'2026-02',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,15729.96,0.0,15729.96
b'2026-03',b'2026-03',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,15395.28,0.0,15395.28
b'2026-04',b'2026-04',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,19957.14,0.0,19957.14
b'2026-05',b'2026-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,19957.14,0.0,19957.14
b'2025-12',b'2026-05',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,15729.96,0.0,15729.96
b'2026-06',b'2026-06',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,2,1,20381.76,0.0,20381.76
b'2025-12',b'2026-07',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,0,11,1,15729.96,15729.96,0.0
b'2026-07',b'2026-07',21302006,SEGURO COLECTIVO DE VIDA OBLIGATORIO 931,1,0,1,15729.96,15729.96,0.0
b'2023-11',b'2024-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,1,183741.76,0.0,183741.76
b'2024-01',b'2024-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,575708.8,0.0,575708.8
b'2023-01',b'2024-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,63864.74,63864.74,0.0
b'2023-12',b'2024-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,134801.74,0.0,134801.74
b'2024-02',b'2024-02',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,553376.87,0.0,553376.87
b'2024-01',b'2024-02',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,120667.15,0.0,120667.15
b'2024-03',b'2024-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,629840.54,0.0,629840.54
b'2024-02',b'2024-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,157383.85,157383.85,0.0
b'2024-04',b'2024-04',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,734568.99,0.0,734568.99
b'2024-03',b'2024-04',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,184132.46,0.0,184132.46
b'2023-12',b'2024-04',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,2431844.5,2431844.5,0.0
b'2024-05',b'2024-05',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,878720.1,0.0,878720.1
b'2023-12',b'2024-05',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,11,1,134801.74,134801.74,0.0
b'2024-06',b'2024-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,826216.43,0.0,826216.43
b'2024-07',b'2024-07',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1381201.39,0.0,1381201.39
b'2024-08',b'2024-08',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,938691.61,0.0,938691.61
b'2024-09',b'2024-09',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1048751.94,0.0,1048751.94
b'2024-01',b'2024-09',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,134801.74,134801.74,0.0
b'2024-10',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,986947.38,0.0,986947.38
b'2024-08',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,365987.67,0.0,365987.67
b'2024-04',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,190354.85,0.0,190354.85
b'2024-09',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,263886.76,0.0,263886.76
b'2024-05',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,240957.01,0.0,240957.01
b'2024-06',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,424120.18,0.0,424120.18
b'2024-07',b'2024-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,278157.74,0.0,278157.74
b'2024-11',b'2024-11',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1088432.02,0.0,1088432.02
b'2024-12',b'2024-12',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1113648.54,0.0,1113648.54
b'2025-01',b'2025-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,1,1345919.2,0.0,1345919.2
b'2025-02',b'2025-02',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1384467.22,0.0,1384467.22
b'2025-01',b'2025-02',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,1,444813.33,0.0,444813.33
b'2025-03',b'2025-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1377476.47,0.0,1377476.47
b'2024-11',b'2025-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,294753.47,294753.47,0.0
b'2024-12',b'2025-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,2,8242296.27,7797482.94,444813.33
b'2024-10',b'2025-03',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,303418.79,303418.79,0.0
b'2025-04',b'2025-04',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1236798.77,0.0,1236798.77
b'2025-05',b'2025-05',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1399527.35,0.0,1399527.35
b'2024-12',b'2025-05',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,11,1,444813.33,444813.33,0.0
b'2025-01',b'2025-05',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,444813.33,444813.33,0.0
b'2025-06',b'2025-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1337374.21,0.0,1337374.21
b'2025-03',b'2025-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,244060.96,0.0,244060.96
b'2025-04',b'2025-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,277919.12,0.0,277919.12
b'2025-01',b'2025-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,312799.24,312799.24,0.0
b'2025-02',b'2025-06',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,302105.3,302105.3,0.0
b'2025-06',b'2025-07',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,2,7096967.22,0.0,7096967.22
b'2025-05',b'2025-07',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,353101.48,0.0,353101.48
b'2025-07',b'2025-08',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,2138436.46,0.0,2138436.46
b'2025-08',b'2025-08',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1537117.11,0.0,1537117.11
b'2025-09',b'2025-09',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1409986.94,0.0,1409986.94
b'2025-07',b'2025-09',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,441341.57,441341.57,0.0
b'2025-10',b'2025-10',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1445223.64,0.0,1445223.64
b'2025-11',b'2025-11',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,2165038.37,0.0,2165038.37
b'2025-11',b'2025-11',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,2,1,1072416.34,0.0,1072416.34
b'2025-12',b'2025-12',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,1480602.6,0.0,1480602.6
b'2025-11',b'2025-12',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,1,411387.23,0.0,411387.23
b'2026-01',b'2026-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),0,2,2,2410994.56,0.0,2410994.56
b'2025-08',b'2026-01',21302007,CONTRIBUCION SOLIDARIA (CHOFERES),1,0,1,366678.22,366678.22,0.0
